name,brand,upc,source,created_at,category,alt_group,serving_g,calories,carbs_g,fiber_g,sugar_g,added_sugar_g,sugar_alcohols_g,protein_g,fat_g,sodium_mg,ingredients_text,__display,net_carbs_g,categories_all
Jasmine rice,Wegmans,77890466582,openfoodfacts,2025-09-09T20:03:09.650690,grain,rice,45.0,160.0,36.0,,,,,3.0,0.0,0.0,,"{'carbs_g': '36.0g', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.0g', 'fat_g': '0g', 'sodium_mg': '0mg'}",36.0,
Steamables Red Quinoa,Wegmans,77890467541,openfoodfacts,2025-09-09T20:03:55.948040,grain,quinoa,140.0,170.0,30.0,4.0,1.0,,,6.0,2.5,10.0,Cooked Organic Red Quinoa.,"{'carbs_g': '30.0g', 'fiber_g': '4.0g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '2.5g', 'sodium_mg': '10mg'}",26.0,
White Quinoa,Wegmans,77890468807,openfoodfacts,2025-09-09T20:04:01.245753,grain,quinoa,250.0,460.0,71.0,9.0,9.0,,,12.0,14.0,480.0,"Water, Organic White Quinoa, Organic Olive Oil, Sea Salt.","{'carbs_g': '71.0g', 'fiber_g': '9.0g', 'sugar_g': '9.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '12.0g', 'fat_g': '14.0g', 'sodium_mg': '480mg'}",62.0,
pasta mix,Carozzi,7802575034038,openfoodfacts,2025-09-09T20:04:18.336870,grain,pasta-noodles,100.0,318.0,65.6,4.0,,,,11.6,1.1,0.0,"spaghetti 5
tricolor
CO
Ingredientes: Semola de trigos
duros seleccionados, tomate
deshidratado (0,6%), espinaca
deshidratada (0,6%), niacina,
hierro (sulfato ferroso), tiamina y
riboflavina. Contiene gluten.
Elaborado en lineas que tambien
procesan huevo.","{'carbs_g': '65.6g', 'fiber_g': '4.0g', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '11.6g', 'fat_g': '1.1g', 'sodium_mg': '0mg'}",61.599999999999994,
French Vanilla Ice Cream,Trader Joe's,785761,openfoodfacts,2025-09-09T20:08:07.010210,dessert,ice-cream,140.0,330.0,30.0,0.0,28.0,24.0,,5.0,21.0,0.065,"CREAM, MILK, CANE SUGAR, SUGARED EGG YOLKS (EGG YOLKS, SUGAR), NATURAL VANILLA FLAVOR, STABILIZER BLEND (CAROB BEAN GUM, GUAR GUM, CANE SUGAR).","{'carbs_g': '30.0g', 'fiber_g': '0g', 'sugar_g': '28.0g', 'added_sugar_g': '24.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '21.0g', 'sodium_mg': '0mg'}",30.0,
Purified Drinking Water,Great Value,78742040370,openfoodfacts,2025-09-09T20:09:41.381824,drink,drink,500.0,0.0,0.0,,,,,0.0,0.0,0.0,"PURIFIED WATER, CALCIUM CHLORIDE, SODIUM BICARBONATE.","{'carbs_g': '0g', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0g', 'fat_g': '0g', 'sodium_mg': '0mg'}",0.0,
Purified Water,Member's Mark,78742051451,openfoodfacts,2025-09-09T20:09:48.704483,drink,drink,499.792,0.0,0.0,,,,,0.0,0.0,0.0,"PURIFIED WATER, CALCIUM CHLORIDE, SODIUM BICARBONATE.","{'carbs_g': '0g', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0g', 'fat_g': '0g', 'sodium_mg': '0mg'}",0.0,
Vanilla Bean Ice Cream,Great Value,78742089607,openfoodfacts,2025-09-09T20:08:04.526135,dessert,ice-cream,89.0,202.247191011236,23.5955056179775,0.0,20.2247191011236,14.6067415730337,,3.37078651685393,10.1123595505618,0.0730337078651685,"MILK, SKIM MILK, CREAM, SUGAR, BUTTERMILK, WHEY, CORN SYRUP, NATURAL FLAVORS (WITH VANILLA EXTRACT), VANILLA BEAN SPECS, MONO - AND DIGLYCERIDES, VEGETABLE GUMS (CAROB BEAN GUM, TARA GUM, GUAR GUM, CARRAGEENAN), CELLULOSE GEL, CELLULOSE GUM.","{'carbs_g': '23.6g', 'fiber_g': '0g', 'sugar_g': '20.2g', 'added_sugar_g': '14.6g', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.4g', 'fat_g': '10.1g', 'sodium_mg': '0mg'}",23.5955056179775,
"Great Value Organic White Quinoa, 16 oz",Great Value,78742133041,openfoodfacts,2025-09-09T20:03:40.844176,grain,quinoa,45.0,170.0,29.0,3.0,2.0,0.0,,6.0,2.5,0.0,ORGANIC WHITE QUINOA,"{'carbs_g': '29.0g', 'fiber_g': '3.0g', 'sugar_g': '2.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",26.0,
White Quinoa,Organic Great Value,78742133065,openfoodfacts,2025-09-09T20:03:35.366679,grain,quinoa,45.0,170.1,29.0,2.997,1.998,,,6.0,2.5,0.0,organic white quinoa,"{'carbs_g': '29.0g', 'fiber_g': '3.0g', 'sugar_g': '2.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",26.003,
90 second rice roasted chicken,Walmart,78742347011,openfoodfacts,2025-09-09T20:03:01.862497,grain,rice,100.0,150.0,30.71429,1.42857,0.71429,,,3.57143,2.14286,478.572,"WATER, PARBOILED LONG GRAIN RICE, SEASONING BLEND (MALTODEXTRIN, SUGAR, SALT, NATURAL ONION EXTRACT, YEAST EXTRACT, NATURAL GARLIC EXTRACT, CORN STARCH, CUMIN, CHICKEN FAT, CORIANDER, SPICES, SILICON DIOXIDE [ANTICAKING AGENT]), SUNFLOWER OIL, DEHYDRATED PARSLEY.","{'carbs_g': '30.7g', 'fiber_g': '1.4g', 'sugar_g': '0.7g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.6g', 'fat_g': '2.1g', 'sodium_mg': '479mg'}",29.28572,
"Great Value 100% Whole Grain Old Fashioned Oats, 42 oz",Great Value,78742371047,openfoodfacts,2025-09-09T20:02:09.386771,grain,oats,40.0,150.0,27.0,4.0,,,,5.0,2.5,0.0,WHOLE GRAIN ROLLED OATS,"{'carbs_g': '27.0g', 'fiber_g': '4.0g', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",23.0,
Whole Cashews With Sea Salt,Members Mark,78742444444,openfoodfacts,2025-09-09T20:07:11.571032,nut,nuts-seeds,28.0,170.0,9.0,1.0,2.0,,,5.0,13.0,100.0,"cashews, sea salt, peanut oil,","{'carbs_g': '9.0g', 'fiber_g': '1.0g', 'sugar_g': '2.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '13.0g', 'sodium_mg': '100mg'}",8.0,
Deluxe Mixed Nuts with Sea Salt,Member's Mark,78742444451,openfoodfacts,2025-09-09T20:07:08.197852,nut,nuts-seeds,28.0,180.0,7.0,2.0,2.0,0.0,,5.0000000008,14.9999999996,70.0,"Cashews, almonds, pecans, pistachios, hazelnuts (filberts), peanut oil, sea salt.","{'carbs_g': '7.0g', 'fiber_g': '2.0g', 'sugar_g': '2.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '15.0g', 'sodium_mg': '70mg'}",5.0,
Unsalted Deluxe Mixed Nuts,Member's Mark,78742444475,openfoodfacts,2025-09-09T20:07:13.894090,nut,nuts-seeds,28.349,180.0,7.0,2.0,2.0,0.0,,5.0,15.0,0.0,"CASHEWS, ALMONDS, PECANS, PISTACHIOS, HAZELNUTS (FILBERTS), PEANUT OIL CONTAINS: CASHEW, ALMOND, PECAN, PISTACHIO, HAZELNUT (FILBERT). MAY CONTAIN: PEANUT, BRAZIL NUT, MACADAMIA NUT, PINE NUT, WALNUT.","{'carbs_g': '7.0g', 'fiber_g': '2.0g', 'sugar_g': '2.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '15.0g', 'sodium_mg': '0mg'}",5.0,
Whole Grain Oatmeal,Coach's Oats,787572100726,openfoodfacts,2025-09-09T20:02:47.018131,grain,oats,100.0,400.0,77.5,10.0,0.0,,,15.0,7.5,0.0,whole grain oats.,"{'carbs_g': '77.5g', 'fiber_g': '10.0g', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '15.0g', 'fat_g': '7.5g', 'sodium_mg': '0mg'}",67.5,
Quick oats,Ralston Foods,791669620196,openfoodfacts,2025-09-09T20:02:33.290117,grain,oats,40.0,150.0,27.0,4.0,,,,5.0,2.5,0.0,Whole Grain Rolled Oats,"{'carbs_g': '27.0g', 'fiber_g': '4.0g', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",23.0,
Organic Tri- Color Quinoa,O Organics,79893411675,openfoodfacts,2025-09-09T20:03:49.640294,grain,quinoa,45.0,150.0,31.0,3.0,1.0,,,5.0,2.0,0.0,"Organic white quinoa, organic red quinoa, organic black quinoa.","{'carbs_g': '31.0g', 'fiber_g': '3.0g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '2.0g', 'sodium_mg': '0mg'}",28.0,
Spaghetti grossi - No. 5,Rummo,8008343200059,openfoodfacts,2025-09-09T20:04:29.797538,grain,pasta-noodles,100.0,356.0,69.5,2.9,3.1,,,14.5,1.6,2.0,durum wheat semola,"{'carbs_g': '69.5g', 'fiber_g': '2.9g', 'sugar_g': '3.1g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '14.5g', 'fat_g': '1.6g', 'sodium_mg': '2mg'}",66.6,
Cooked Sticky White Rice,bibigo,807176769645,openfoodfacts,2025-09-09T20:02:56.309478,grain,rice,210.0,310.0,70.98,3.003,,,,6.006,0.9996,9.996,"rice, gluconic acid","{'carbs_g': '71.0g', 'fiber_g': '3.0g', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '1.0g', 'sodium_mg': '10mg'}",67.977,
Capellini (Spagetti) Nr. 1,Barilla,8076800195019,openfoodfacts,2025-09-09T20:04:16.632799,grain,pasta-noodles,80.0,287.0,56.8,2.4,2.8,,,10.4,1.6,3.2,"durum wheat semolina, water, may contain traces of eggs if produced in the plant indicated with letter (a),","{'carbs_g': '56.8g', 'fiber_g': '2.4g', 'sugar_g': '2.8g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '10.4g', 'fat_g': '1.6g', 'sodium_mg': '3mg'}",54.4,
Spaghetti No: 5,Barilla,8076800195057,openfoodfacts,2025-09-09T20:04:14.722775,grain,pasta-noodles,85.0,305.0,60.3,2.55,2.98,,,11.1,1.7,3.4,"durum wheat semolina, water.","{'carbs_g': '60.3g', 'fiber_g': '2.5g', 'sugar_g': '3.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '11.1g', 'fat_g': '1.7g', 'sodium_mg': '3mg'}",57.75,
Rigatoni,Barilla,8076802085899,openfoodfacts,2025-09-09T20:05:06.190438,grain,pasta-noodles,85.0,305.0,60.3,2.55,2.98,0.0,,11.1,1.7,3.4,"durum wheat semolina, water.","{'carbs_g': '60.3g', 'fiber_g': '2.5g', 'sugar_g': '3.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '11.1g', 'fat_g': '1.7g', 'sodium_mg': '3mg'}",57.75,
Pâtes linguine collezione 500g,Barilla,8076809523509,openfoodfacts,2025-09-09T20:04:15.687435,grain,pasta-noodles,80.0,287.0,56.8,2.4,2.8,,,10.4,1.6,3.2,"durum wheat semolina, water, may contain traces of soya,","{'carbs_g': '56.8g', 'fiber_g': '2.4g', 'sugar_g': '2.8g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '10.4g', 'fat_g': '1.6g', 'sodium_mg': '3mg'}",54.4,
Edamame Himalayan Pink Salt,Biena,810003781918,openfoodfacts,2025-09-12T18:34:15.412570+00:00,nut,nuts-seeds,30.0,130.0,9.0,5.0,2.0,0.0,,13.0,5.0,260.0,"Edamame (Soybeans), Avocado Oil, Himalayan Pink Salt, Seasoning (Himalayan Pink Salt, Black Pepper, Onion Powder, Garlic Powder, Yeast Extract)","{'carbs_g': '9.0g', 'fiber_g': '5.0g', 'sugar_g': '2.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '13.0g', 'fat_g': '5.0g', 'sodium_mg': '260mg'}",4.0,nuts-and-seeds
Organic Sprouted Pumpkin Seeds,Go Raw,810032300463,openfoodfacts,2025-09-12T18:36:09.152958+00:00,nut,nuts-seeds,30.0,180.0,3.0,2.0,0.0,0.0,,8.0,15.0,180.0,"Organic Sprouted Pumpkin Seeds, Sea Salt","{'carbs_g': '3.0g', 'fiber_g': '2.0g', 'sugar_g': '0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '8.0g', 'fat_g': '15.0g', 'sodium_mg': '180mg'}",1.0,plant-based-foods-and-beverages|plant-based-foods|seeds|pumpkin-and-squash-plant-products|cucurbitacea-seeds|pumpkin-seeds-and-their-products|pumpkin-seeds
Organic Quinoa,Sideaway Foods,810067110273,openfoodfacts,2025-09-09T20:04:02.230370,grain,quinoa,45.0,170.0,29.0,3.0,0.0,,,6.0,2.5,0.0,Organic White Quinoa,"{'carbs_g': '29.0g', 'fiber_g': '3.0g', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",26.0,
Vanilla Pecan Collagen Protein Oats,Purely Elizabeth,810589031087,openfoodfacts,2025-09-09T20:02:51.082169,grain,oats,40.0,160.0,26.0,4.0,5.0,4.0,,6.0,4.0,130.0,"Organic Gluten-Free Oats, Organic Pecans, Grass-Fed Collagen, Organic Coconut Sugar, Vanilla Powder, Organic Quinoa Flakes, Organic Chia Seeds, Organic Amaranth Puffs, Organic Cinnamon, Salt","{'carbs_g': '26.0g', 'fiber_g': '4.0g', 'sugar_g': '5.0g', 'added_sugar_g': '4.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '4.0g', 'sodium_mg': '130mg'}",22.0,
Banana Nut Superfood Oatmeal Multipack,Purely Elizabeth,810589031742,openfoodfacts,2025-09-09T20:02:16.499538,grain,oats,43.0,159.999999999994,30.000000000015,6.0,8.0,5.0,,4.999999999981,4.000000000002,110.0,"organic certified gluten-free oats, organic coconut sugar, freeze dried bananas, organic flax seeds, organic chia seeds, chicory root powder, almonds, sea salt, organic quinoa flakes, organic puffed amaranth","{'carbs_g': '30.0g', 'fiber_g': '6.0g', 'sugar_g': '8.0g', 'added_sugar_g': '5.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '4.0g', 'sodium_mg': '110mg'}",24.000000000015,
Fairlife whole milk ultra-filtered,fairlife,811620020169,openfoodfacts,2025-09-09T20:10:13.311882,drink,drink,240.0,150.0,6.0,0.0,6.0,,,13.0,8.0,46.875,"ultra-filtered milk, lactase enzyme, vitamin a palmitate, vitamin d3,","{'carbs_g': '6.0g', 'fiber_g': '0g', 'sugar_g': '6.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '13.0g', 'fat_g': '8.0g', 'sodium_mg': '47mg'}",6.0,
High Protein chocolate Milk Shake,Core Power,811620021951,openfoodfacts,2025-09-09T20:10:14.920231,drink,drink,414.0,170.0,8.0,2.0,0.0,0.0,,26.0,4.5,260.0,"FILTERED LOW FAT GRADE A MILK, ALKALIZED COCOA, NATURAL FLAVORS, MONK FRUIT JUICE CONCENTRATE, STEVIA LEAF EXTRACT, CARRAGEENAN, CELLULOSE GEL, CELLULOSE GUM, ACESULFAME POTASSIUM, SUCRALOSE, LACTASE ENZYME, VITAMIN A PALMITATE, VITAMIN D3.","{'carbs_g': '8.0g', 'fiber_g': '2.0g', 'sugar_g': '0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '26.0g', 'fat_g': '4.5g', 'sodium_mg': '260mg'}",6.0,
Chocolate Nutrition Shake,fairlife,811620022118,openfoodfacts,2025-09-09T20:09:43.478730,drink,drink,340.0,150.0,4.0,1.0,2.0,0.0,,30.0,2.5,0.0,"lowfat grade A milk, alkalized cocoa, natural flavors, cellulose gel, cellulose gum, salt, carrageenan, lactase enzyme, monk fruit juice concentrate, acesulfame potassium, sucralose, stevia leaf extract, lactase enzyme, vitamin A palmitate, vitamin D3","{'carbs_g': '4.0g', 'fiber_g': '1.0g', 'sugar_g': '2.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '30.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",3.0,
Blueberry Cinnamon Nut Granola Sweet & Crunchy,nutrail,819562022791,openfoodfacts,2025-09-12T18:36:31.953166+00:00,nut,nuts-seeds,30.0,160.0,9.0,3.0,2.0,,4.0,4.0,15.0,0.025,"sunflower seeds, pumpkin seeds, coconut, almonds, pecans, erythritol, butter (pasteurized cream, natural flavor), dried blueberries, cinnamon, salt, monk fruit extract","{'carbs_g': '9.0g', 'fiber_g': '3.0g', 'sugar_g': '2.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': '4.0g', 'protein_g': '4.0g', 'fat_g': '15.0g', 'sodium_mg': '0mg'}",2.0,plant-based-foods-and-beverages|plant-based-foods|breakfasts|cereals-and-potatoes|seeds|cereals-and-their-products|nuts-and-their-products|breakfast-cereals|cereal-grains|nuts
Jasmine Rice (Thai Hom Mali Rice),Asian Best,83737143653,openfoodfacts,2025-09-09T20:03:24.349339,grain,rice,50.0,170.0,39.0,,,0.0,,3.0,0.5,0.0,(THAI HOM MA,"{'carbs_g': '39.0g', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.0g', 'fat_g': '0.5g', 'sodium_mg': '0mg'}",39.0,
Pasta alimenticia integral,Hacendado,8402001010200,openfoodfacts,2025-09-09T20:04:23.730402,grain,pasta-noodles,100.0,345.0,62.0,10.0,3.7,,,13.5,2.4,4.0,"Sémola integral de trigo duro (gluten). Puede contener trazas de huevos, soja y mostaza,","{'carbs_g': '62.0g', 'fiber_g': '10.0g', 'sugar_g': '3.7g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '13.5g', 'fat_g': '2.4g', 'sodium_mg': '4mg'}",52.0,
Certified Organic Quinoa,Vitacost,844197020652,openfoodfacts,2025-09-09T20:03:51.233601,grain,quinoa,100.0,0.0,29.0,,,,,6.0,2.5,0.0,,"{'carbs_g': '29.0g', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",29.0,
8480000137388,HACENDADO,8480000137388,openfoodfacts,2025-09-12T17:33:22.536281+00:00,nut,nuts-seeds,30.0,125.0,6.3,3.99,3.0,,,14.0,3.96,0.0,defatted roasted peanuts (100%),"{'carbs_g': '6.3g', 'fiber_g': '4.0g', 'sugar_g': '3.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '14.0g', 'fat_g': '4.0g', 'sodium_mg': '0mg'}",2.3099999999999996,
Crema de cacahuete Amendoim,Hacendado,8480000228369,openfoodfacts,2025-09-12T17:30:42.375579+00:00,nut,nuts-seeds,15.0,91.2,1.8,1.23,0.81,,,4.5,7.05,0.0,"cacahuetes  100% (arachis hypogaea),","{'carbs_g': '1.8g', 'fiber_g': '1.2g', 'sugar_g': '0.8g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.5g', 'fat_g': '7.0g', 'sodium_mg': '0mg'}",0.5700000000000001,
Nuez natural pelada,Hacendado,8480000340245,openfoodfacts,2025-09-12T17:29:32.081944+00:00,nut,nuts-seeds,100.0,716.0,55.4,1.7,0.0,0.0,,6.2,69.6,0.0,nuts,"{'carbs_g': '55.4g', 'fiber_g': '1.7g', 'sugar_g': '0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.2g', 'fat_g': '69.6g', 'sodium_mg': '0mg'}",53.7,
Almendra natural,HACENDADO,8480000348654,openfoodfacts,2025-09-12T17:30:41.227724+00:00,nut,nuts-seeds,200.0,1280.0,11.8,24.4,11.8,,,50.4,110.0,16.0,ALMENDRA. TRAZAS DE _CACAHUETE_ Y OTROS FRUTOS DE CÁSCARA.,"{'carbs_g': '11.8g', 'fiber_g': '24.4g', 'sugar_g': '11.8g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '50.4g', 'fat_g': '110.0g', 'sodium_mg': '16mg'}",0.0,
Pistacho tostado sal,Hacendado,8480000862020,openfoodfacts,2025-09-12T17:33:20.618327+00:00,nut,nuts-seeds,100.0,617.0,14.6,10.0,8.3,,,24.8,51.1,316.0,"PISTACHOS, Sal.
Trazas de cacahuete y otros frutos de cáscara.","{'carbs_g': '14.6g', 'fiber_g': '10.0g', 'sugar_g': '8.3g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '24.8g', 'fat_g': '51.1g', 'sodium_mg': '316mg'}",4.6,
Cinnamon Toast Keto Friendly Cereal,Catalina Crunch,850017468177,openfoodfacts,2025-09-09T20:06:39.252198,cereal,cereal,36.0,110.0,14.0,9.0,0.0,0.0,,11.0,5.0,110.0,"Catalina Flour (Pea Protein, Potato Fiber, Non-GMO Corn Fiber, Chicory Root Fiber, Guar Gum), Tapioca Flour, High Oleic Sunflower Oil, Baking Powder, Natural Flavors, Cinnamon, Sea Salt, Calcium Carbonate, Stevia Extract, Monk Fruit Extract.","{'carbs_g': '14.0g', 'fiber_g': '9.0g', 'sugar_g': '0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '11.0g', 'fat_g': '5.0g', 'sodium_mg': '110mg'}",5.0,
Organic Popcorn Himalayan Gold,Lesser Evil,850045947576,openfoodfacts,2025-09-12T18:50:15.324734+00:00,bread,bread,28.0,120.0,14.0,4.0,,,,2.0,6.0,170.0,"organic non-gmo popcorn, organic coconut oil, Himalayan salt, organic butter-type flavor","{'carbs_g': '14.0g', 'fiber_g': '4.0g', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '2.0g', 'fat_g': '6.0g', 'sodium_mg': '170mg'}",10.0,plant-based-foods-and-beverages|plant-based-foods|snacks|cereals-and-potatoes|breads|popcorn|white-breads|bread-white-from-wheat-flour-of-the-highest-grade-gost-26987-86
Saffron rice,,85239052815,openfoodfacts,2025-09-09T20:03:21.082521,grain,rice,100.0,68.273092369478,12.85140562249,0.40160642570281,0.0,,,1.6064257028112,1.2048192771084,176.70682730924,"WATER, PARBOILED WHITE RICE, CANOLA OIL, SALT, GROUND CUMIN SEED, TOMATO POWDER, TURMERIC (COLOR), SAFFRON (COLOR). PROCESSED IN A FACILITY THAT ALSO HANDLES SOY, TREE NUT AND WHEAT INGREDIENTS O 30mg 2% 60mg 4% 0.8mg 4% 1.6mg 10% 2% 190mg 4% 90mg","{'carbs_g': '12.9g', 'fiber_g': '0.4g', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '1.6g', 'fat_g': '1.2g', 'sodium_mg': '177mg'}",12.44979919678719,
Organic Quinoa,Good & Gather,85239052907,openfoodfacts,2025-09-09T20:03:52.007040,grain,quinoa,45.0,170.0,29.0,3.02,0.0,,,6.0,2.5,0.0,Organic white quinoa.,"{'carbs_g': '29.0g', 'fiber_g': '3.0g', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",25.98,
Quinoa,,85239052914,openfoodfacts,2025-09-09T20:04:03.857371,grain,quinoa,45.0,170.0,29.0,3.02,0.0,,,6.0,2.5,0.0,Organic white quinoa.,"{'carbs_g': '29.0g', 'fiber_g': '3.0g', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",25.98,
Old Fashioned Oats,Good and father,85239111857,openfoodfacts,2025-09-09T20:02:41.920484,grain,oats,40.0,150.0,27.0,4.0,0.0,,,5.0,2.5,0.0,WHOLE GRAIN ROLLED OATS.,"{'carbs_g': '27.0g', 'fiber_g': '4.0g', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",23.0,
Old fashioned oats,Good & Gather,85239111864,openfoodfacts,2025-09-09T20:02:14.972943,grain,oats,40.0,150.0,27.0,4.0,,,,5.0,2.5,0.0,whole grain oats,"{'carbs_g': '27.0g', 'fiber_g': '4.0g', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",23.0,
Steel Cut Oats,Good & Gather,85239111871,openfoodfacts,2025-09-09T20:02:52.609700,grain,oats,40.0,150.0,27.0,4.0,0.0,,,5.0,2.5,0.0,WHOLE GRAIN STEEL CUT OATS,"{'carbs_g': '27.0g', 'fiber_g': '4.0g', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",23.0,
Dark Chocolate Overnight Oats,Brekki,853330007306,openfoodfacts,2025-09-09T20:02:20.339011,grain,oats,150.0,230.0,29.0,6.0,10.0,9.0,,8.0,10.0,130.0,"Almond Milk (Water, Almond Butter), Rolled Oats, Organic Coconut Nectar, Cocoa Powder, Almonds, Cane Sugar, Vanilla Extract, Buckwheat Groats, Chia Seeds, Flax Seeds, Vegan Cultured Dextrose, Sea Salt. CONTAINS: _Almonds_, _Coconuts_.","{'carbs_g': '29.0g', 'fiber_g': '6.0g', 'sugar_g': '10.0g', 'added_sugar_g': '9.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '8.0g', 'fat_g': '10.0g', 'sodium_mg': '130mg'}",23.0,
