name,brand,upc,source,created_at,category,alt_group,serving_g,calories,carbs_g,fiber_g,sugar_g,added_sugar_g,sugar_alcohols_g,protein_g,fat_g,sodium_mg,ingredients_text,__display,net_carbs_g,categories_all
Mexican-Style Jasmine Rice,Mahatma,17400224455,openfoodfacts,2025-09-09T20:03:02.633785,grain,rice,280.0,450.0,91.0,3.0,2.0,,,10.0,5.0,1130.0,"Jasmine Rice, Water, Tomato Paste, Sunflower Oil, Onion Powder, Garlic Powder, Sea Salt, Yeast Extract, Black Pepper, Sunflower Lecithin (Emulsifier), Natural Flavor","{'carbs_g': '91.0g', 'fiber_g': '3.0g', 'sugar_g': '2.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '10.0g', 'fat_g': '5.0g', 'sodium_mg': '1130mg'}",88.0,
Swiss style muesli,Sainsbury's,1771879,openfoodfacts,2025-09-09T20:06:23.687407,grain,oats,40.0,151.0,26.7,2.8,5.72,,,3.96,2.52,4.0,"_Oat_ Flakes (40%), Malted Toasted Wheat Flakes (38%) (_Wheat_, _Barley_ Malt Extract), Sultanas (15%), Whey Powder (Cows' _Milk_), _Hazelnuts_ (2%), _Almonds_ (1%).","{'carbs_g': '26.7g', 'fiber_g': '2.8g', 'sugar_g': '5.7g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '2.5g', 'sodium_mg': '4mg'}",23.9,
Gelato - Madagascan Vanilla Bean,Talenti,186852000389,openfoodfacts,2025-09-09T20:08:00.189586,dessert,ice-cream,128.0,260.0,32.0,0.0,32.0,,,5.0,13.0,71.1,"Milk, sugar , cream, dextrose , vanilla extract, sunflower lecithin, carob bean gum, guar gum, natural flavor, lemon peel.","{'carbs_g': '32.0g', 'fiber_g': '0g', 'sugar_g': '32.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '13.0g', 'sodium_mg': '71mg'}",32.0,
Oat Milk,Oatly!,190646641016,openfoodfacts,2025-09-09T20:10:09.360136,grain,oats,240.0,120.0,16.0,1.0,7.0,7.0,,3.0,5.0,100.0,"Oat Base (Water, Oats), Low Erucic Acid Rapeseed Oil, Dipotassium Phosphate, Calcium Carbonate, Tricalcium Phosphate, Sea Salt, Dicalcium Phosphate, Riboflavin, Vitamin A, Vitamin D2, Vitamin B12.","{'carbs_g': '16.0g', 'fiber_g': '1.0g', 'sugar_g': '7.0g', 'added_sugar_g': '7.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.0g', 'fat_g': '5.0g', 'sodium_mg': '100mg'}",15.0,
baguette bread,Simply   M&S,192781,openfoodfacts,2025-09-12T15:00:14.946298+00:00,cereal,cereal,310.0,865.0,175.0,9.92,8.99,,,26.0,2.79,0.0,"Wheatflour (contains Gluten) Water Salt Wheat Gluten Yeast (Yeast, Vitamin D) Malted Wheatflour (contains allergy Gluten) Wheatflour contains Gluten (with Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin). Flour Treatment Agent: Ascorbic acid.","{'carbs_g': '175.0g', 'fiber_g': '9.9g', 'sugar_g': '9.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '26.0g', 'fat_g': '2.8g', 'sodium_mg': '0mg'}",165.08,
Roasted almonds with Sea Salt,Kirkland Signature,196633966339,openfoodfacts,2025-09-09T20:07:16.266912,nut,nuts-seeds,28.349,190.0,5.0,,,,,6.0,16.0,0.0,"Almonds, Sea Salt, Highly Refined Peanut Oil","{'carbs_g': '5.0g', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '16.0g', 'sodium_mg': '0mg'}",5.0,
Pistaches de Californie,Alesto,20005719,openfoodfacts,2025-09-12T17:29:29.797127+00:00,nut,nuts-seeds,100.0,605.0,10.0,7.0,5.0,,,26.0,49.0,696.0,"pistachios, salt 1.8%,
possible traces of other nuts and peanuts,","{'carbs_g': '10.0g', 'fiber_g': '7.0g', 'sugar_g': '5.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '26.0g', 'fat_g': '49.0g', 'sodium_mg': '696mg'}",3.0,
20005733,Alesto,20005733,openfoodfacts,2025-09-12T17:29:16.479818+00:00,nut,nuts-seeds,30.0,214.0,1.11,2.04,0.9,,,4.65,20.7,2.4,"walnuts, may contain traces of other nuts and peanuts, naturally high content of omega-3 fatty acids,","{'carbs_g': '1.1g', 'fiber_g': '2.0g', 'sugar_g': '0.9g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.7g', 'fat_g': '20.7g', 'sodium_mg': '2mg'}",0.0,
Wholegrain Rye Bread,Lidl,20006105,openfoodfacts,2025-09-12T17:48:39.315079+00:00,cereal,cereal,56.0,118.0,21.3,5.21,2.18,,,3.25,1.01,224.0,"Wholemeal Rye, Water, Sourdough (Water, Wholemeal Rye, Rye Flour, Wheat Flour), Wholegrain Rye Flour, Invert Sugar Syrup, Salt, Rye Flakes, Yeast.","{'carbs_g': '21.3g', 'fiber_g': '5.2g', 'sugar_g': '2.2g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.2g', 'fat_g': '1.0g', 'sodium_mg': '224mg'}",16.09,
Cacahuètes - grillées & salées,Alesto,20014384,openfoodfacts,2025-09-12T17:29:33.826750+00:00,nut,nuts-seeds,100.0,619.0,11.0,,5.2,,,24.4,51.2,400.0,"95% peanuts (peanuts), vegetable oils (palm, sunflower), salt,","{'carbs_g': '11.0g', 'fiber_g': 'not listed', 'sugar_g': '5.2g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '24.4g', 'fat_g': '51.2g', 'sodium_mg': '400mg'}",11.0,
20047238,Alesto,20047238,openfoodfacts,2025-09-12T17:29:15.844466+00:00,nut,nuts-seeds,30.0,194.0,1.92,2.55,1.26,,,6.12,17.4,1.2,"25% Walnuts, 25% Hazelnuts, 25% Cashews, 25% Blanched Almonds. For allergens, see ingredients in bold. May also contain other Nuts and Peanuts.","{'carbs_g': '1.9g', 'fiber_g': '2.5g', 'sugar_g': '1.3g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.1g', 'fat_g': '17.4g', 'sodium_mg': '1mg'}",0.0,
Peanuts roasted & salted,Alesto,20054793,openfoodfacts,2025-09-12T17:32:24.382235+00:00,nut,nuts-seeds,30.0,186.0,3.3,2.46,1.59,,,7.2,15.4,96.0,"peanuts, sunflower oil, cooking salt, may contain traces of gusclo fruit,","{'carbs_g': '3.3g', 'fiber_g': '2.5g', 'sugar_g': '1.6g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.2g', 'fat_g': '15.4g', 'sodium_mg': '96mg'}",0.8399999999999999,
Goody Cao,Bellarom,20083786,openfoodfacts,2025-09-09T20:10:03.524433,drink,drink,10.0,38.4,7.89,0.75,7.58,7.58,,0.54,0.33,4.4,"at 4,5 mg 75% 1,1 mg 18% daily reference intakes of vitamins (adults)/reminders of dnevni mosti 276 μg 10 g / eno pakiranje sebuje 80 servings of 10 g,/ jan for 80 porcija of 10 g, dla of preparation instructions / putama/ čka allia geno ople nature cocoa hance c/pap 2008 3786","{'carbs_g': '7.9g', 'fiber_g': '0.8g', 'sugar_g': '7.6g', 'added_sugar_g': '7.6g', 'sugar_alcohols_g': 'not listed', 'protein_g': '0.5g', 'fat_g': '0.3g', 'sodium_mg': '4mg'}",7.14,
Brazil Nuts,Alesto,20202392,openfoodfacts,2025-09-12T17:29:17.617365+00:00,nut,nuts-seeds,30.0,210.0,0.8,3.0,0.8,,,5.1,20.0,4.0,Whole Brazil nuts,"{'carbs_g': '0.8g', 'fiber_g': '3.0g', 'sugar_g': '0.8g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.1g', 'fat_g': '20.0g', 'sodium_mg': '4mg'}",0.0,
Cashewkerne,Alesto,20267605,openfoodfacts,2025-09-12T17:29:15.206068+00:00,nut,nuts-seeds,30.0,180.0,5.94,1.56,1.95,,,6.15,14.3,2.4,Cashews,"{'carbs_g': '5.9g', 'fiber_g': '1.6g', 'sugar_g': '1.9g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.2g', 'fat_g': '14.3g', 'sodium_mg': '2mg'}",4.380000000000001,
Roasted Cashew-Peanut-Mix Honey & Salt,Alesto,20333737,openfoodfacts,2025-09-09T20:06:49.923597,nut,nuts-seeds,30.0,160.0,13.0,1.5,10.6,,,4.41,9.72,99.6,"33% cashews , 32% peanut kernels , sugar, 3% honey, vegetable oils (sunflower, oil palm), gelling agent: gum arabic, 0,8% table salt, glucose syrup, dye: ammonia sugar caramel,","{'carbs_g': '13.0g', 'fiber_g': '1.5g', 'sugar_g': '10.6g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.4g', 'fat_g': '9.7g', 'sodium_mg': '100mg'}",11.5,
Pistacchi,AlestoLidl,20337292,openfoodfacts,2025-09-12T17:29:30.430050+00:00,nut,nuts-seeds,30.0,182.0,3.09,2.28,1.68,,,7.95,14.8,3.6,pistachios,"{'carbs_g': '3.1g', 'fiber_g': '2.3g', 'sugar_g': '1.7g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '8.0g', 'fat_g': '14.8g', 'sodium_mg': '4mg'}",0.81,
Mélange de noix et d'olives,Alesto,20353032,openfoodfacts,2025-09-12T17:30:41.848101+00:00,nut,nuts-seeds,30.0,193.0,3.18,,1.74,,,7.05,16.4,75.6,"34% roasted peanuts, 24% toasted almonds, 23% toasted cashew nuts, 6% pecan nuts, 5% pistachios, vegetable oils (rapeseed, olive), 2% dried olives in slices, cooking salt, onion, garlic, maltodextrin, yeast extract, pepper, anti-caking agent: silicon dioxide, flavors (contains soy), acidifying: citric acid","{'carbs_g': '3.2g', 'fiber_g': 'not listed', 'sugar_g': '1.7g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.0g', 'fat_g': '16.4g', 'sodium_mg': '76mg'}",3.18,
Paahdettu maapähkinä,Alesto,20615420,openfoodfacts,2025-09-12T17:30:18.351562+00:00,nut,nuts-seeds,100.0,626.0,11.1,0.0,5.3,,,24.7,51.8,16.0,"roasted peanuts, ingredients: peanut kernels, sunflower oil, may contain nuts vestyglos,","{'carbs_g': '11.1g', 'fiber_g': '0g', 'sugar_g': '5.3g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '24.7g', 'fat_g': '51.8g', 'sodium_mg': '16mg'}",11.1,
Bran Flakes,Crownfield,20621483,openfoodfacts,2025-09-09T20:06:05.032327,cereal,cereal,50.0,181.0,33.1,8.6,6.6,,,5.55,1.0,126.0,"80% Shredded Wholegrain Wheat, 16% Wheat Bran, Sugar, Barley Malt Extract, Salt, Honey.","{'carbs_g': '33.1g', 'fiber_g': '8.6g', 'sugar_g': '6.6g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.5g', 'fat_g': '1.0g', 'sodium_mg': '126mg'}",24.5,
Almonds,Alesto,20724696,openfoodfacts,2025-09-12T17:28:52.671774+00:00,nut,nuts-seeds,30.0,186.3,1.4,3.6,1.4,,,7.4,16.0,1.2,shelled almonds,"{'carbs_g': '1.4g', 'fiber_g': '3.6g', 'sugar_g': '1.4g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.4g', 'fat_g': '16.0g', 'sodium_mg': '1mg'}",0.0,
2077633736963,,2077633736963,openfoodfacts,2025-09-09T20:03:57.346835,grain,quinoa,100.0,0.0,,,,,,,,0.0,,"{'carbs_g': 'not listed', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': 'not listed', 'fat_g': 'not listed', 'sodium_mg': '0mg'}",0.0,
Walnuts XXL,Alesto,20816438,openfoodfacts,2025-09-12T17:31:49.662093+00:00,nut,nuts-seeds,100.0,712.0,3.7,6.8,3.0,,,15.5,69.1,8.0,_Noix_. Peut contenir des traces d'autres fruits à coque et d'arachides.,"{'carbs_g': '3.7g', 'fiber_g': '6.8g', 'sugar_g': '3.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '15.5g', 'fat_g': '69.1g', 'sodium_mg': '8mg'}",0.0,
Nuts Royal,Alesto,20816445,openfoodfacts,2025-09-12T17:33:28.485670+00:00,nut,nuts-seeds,100.0,646.0,6.4,8.5,4.2,,,20.4,58.0,4.0,"25% Walnuts, 25% Hazelnuts, 25% Cashews, 25% Blanched Almonds","{'carbs_g': '6.4g', 'fiber_g': '8.5g', 'sugar_g': '4.2g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '20.4g', 'fat_g': '58.0g', 'sodium_mg': '4mg'}",0.0,
Burger Buns,Prime Burger,20836573,openfoodfacts,2025-09-09T20:09:00.022272,cereal,cereal,80.0,242.0,36.9,3.68,5.6,,,7.76,6.16,384.0,"44% farine de blé, eau, levure, farine de malt de blé, sucre, huile de colza, 3,3% graines de lin, 2,3% graines de tournesol, flocons d'avoine, sel, dextrose, gruau de seigle complet, gruau de blé, farine de malt d'orge, gluten de blé, levain de blé déshydraté (farine de blé, ferments), correcteur d'acidité : acétates de sodium ; émulsifiant : esters monoacétyltartriques et diacéthyltartriques des mono - et diglycérides d'acides gras : 0,94% alcool.","{'carbs_g': '36.9g', 'fiber_g': '3.7g', 'sugar_g': '5.6g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.8g', 'fat_g': '6.2g', 'sodium_mg': '384mg'}",33.22,
mac & cheese original flavor,Kraft,21000658831,openfoodfacts,2025-09-09T20:04:19.262058,grain,pasta-noodles,70.0,250.0,49.0,1.0,7.0,0.0,,9.0,2.0,550.0,"ENRICHED MACARONI (WHEAT FLOUR, DURUM FLOUR, NIACIN, FERROUS SULFATE [IRON], THIAMIN MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID), CHEESE SAUCE MIX (WHEY, MILKFAT, SALT, MILK PROTEIN CONCENTRATE, SODIUM TRIPHOSPHATE, TAPIOCA FLOUR, CITRIC ACID, CALCIUM PHOSPHATE, SODIUM PHOSPHATE, LACTIC ACID, PAPRIKA, TURMERIC, ANNATTO, CHEESE CULTURE, ENZYMES)","{'carbs_g': '49.0g', 'fiber_g': '1.0g', 'sugar_g': '7.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '9.0g', 'fat_g': '2.0g', 'sodium_mg': '550mg'}",48.0,
Velveeta Shells & Cheese,Kraft,21000658930,openfoodfacts,2025-09-09T20:05:09.326778,grain,pasta-noodles,100.0,370.0,49.0,1.0,4.0,0.0,,13.0,12.0,860.0,"WHEAT FLOUR, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), CHEESE (MILK, CHEESE CULTURE, SALT, ENZYMES), WHEY, CANOLA OIL, CHEDDAR CHEESE CULTURE, SALT, ENZYMES, WHEY PROTEIN CONCENTRATE, MILK, SODIUM PHOSPHATE, LACTIC ACID, SODIUM ALGINATE, SORBIC ACID AS A PRESERVATIVE, OLEORESIN PAPRIKA (COLOR), ENZYMES, CHEESE CULTURE, ANNATTO EXTRACT (COLOR), MILKFAT, NATURAL FLAVOR.","{'carbs_g': '49.0g', 'fiber_g': '1.0g', 'sugar_g': '4.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '13.0g', 'fat_g': '12.0g', 'sodium_mg': '860mg'}",48.0,
Old-Fashioned Oats,Signature Select,21130282586,openfoodfacts,2025-09-09T20:02:49.508081,grain,oats,40.0,150.0,27.0,4.0,0.0,0.0,,5.0,2.5,0.0,Whole Grain Rolled Oats,"{'carbs_g': '27.0g', 'fiber_g': '4.0g', 'sugar_g': '0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",23.0,
Organic Authentic Italian Lifestyle Spaghetti,P & L Imports,21511137153,openfoodfacts,2025-09-09T20:05:27.122275,grain,pasta-noodles,56.0,210.0,43.0,2.0,2.0,0.0,,6.0,1.0,0.0,Organic wheat semolina,"{'carbs_g': '43.0g', 'fiber_g': '2.0g', 'sugar_g': '2.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '1.0g', 'sodium_mg': '0mg'}",41.0,
Blueberry Almond Crunch Cereal,Cascadian Farm,21908120232,openfoodfacts,2025-09-09T20:06:33.927969,nut,nuts-seeds,54.0,240.0,36.0,5.0,6.0,0.0,,5.0,10.0,270.0,"Whole Brain Wheat, Rice, Almonds, Date Powder, Whole Grain Oats, Sunflower Oil, Dried Blueberries, Coconut Oil, Sea Salt, Natural Flavor, Vitamin E (mixed tocopherols)","{'carbs_g': '36.0g', 'fiber_g': '5.0g', 'sugar_g': '6.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '10.0g', 'sodium_mg': '270mg'}",31.0,
Organic Soy,Silk,25293600232,openfoodfacts,2025-09-09T20:10:08.560330,drink,drink,240.0,80.0,4.0,2.0,0.5,,,7.0,4.5,80.0,"Organic Soymilk (Filtered Water, Organic Soybeans), Contains 2% or Less of: Vitamin and Mineral Blend (Calcium Carbonate, Vitamin A Palmitate, Vitamin D2, Riboflavin [B2], Vitamin BIZ), Sea Salt, Gellan Gum, Ascorbic Acid (Vitamin C To Protect Freshness), Natural Flavor.","{'carbs_g': '4.0g', 'fiber_g': '2.0g', 'sugar_g': '0.5g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.0g', 'fat_g': '4.5g', 'sodium_mg': '80mg'}",2.0,
Cocktail Peanuts,Kraft Heinz,29000072107,openfoodfacts,2025-09-09T20:07:25.053521,nut,nuts-seeds,28.0,170.0,5.0,2.0,1.0,,,7.0,14.0,100.0,"PEANUTS, PEANUT OIL, SEA SALT.","{'carbs_g': '5.0g', 'fiber_g': '2.0g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.0g', 'fat_g': '14.0g', 'sodium_mg': '100mg'}",3.0,
"dry, roasted peanuts",Planters,29000073258,openfoodfacts,2025-09-09T20:07:07.427143,nut,nuts-seeds,28.0,170.0,5.0,2.0,2.0,1.0,,7.0,14.0,150.0,"peanuts, contains 2% or less of sea salt, spices (contains celery), dried onion, dried garlic, paprika, natural flavor sugar, cornstarch, gelatin, torula yeast, maltodextrin, dried corn syrup,","{'carbs_g': '5.0g', 'fiber_g': '2.0g', 'sugar_g': '2.0g', 'added_sugar_g': '1.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.0g', 'fat_g': '14.0g', 'sodium_mg': '150mg'}",3.0,
Honey Roasted Peanuts,Planters,29000073456,openfoodfacts,2025-09-09T20:07:09.709855,nut,nuts-seeds,28.0,160.0,7.0,2.0,4.0,2.0,,7.0,13.0,0.085,"PEANUTS, SUGAR, PEANUT OIL, HONEY, CORN SYRUP, SEA SALT, FRUCTOSE, CORN STARCH, XANTHAN GUM.","{'carbs_g': '7.0g', 'fiber_g': '2.0g', 'sugar_g': '4.0g', 'added_sugar_g': '2.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.0g', 'fat_g': '13.0g', 'sodium_mg': '0mg'}",5.0,
Dry Roasted Lightly Salted Peanuts,PLANTERS,29000076501,openfoodfacts,2025-09-09T20:06:55.768343,nut,nuts-seeds,28.0,170.0,5.0,2.0,1.0,0.0,,7.0,14.0,75.0,"PEANUTS, SEA SALT","{'carbs_g': '5.0g', 'fiber_g': '2.0g', 'sugar_g': '1.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.0g', 'fat_g': '14.0g', 'sodium_mg': '75mg'}",3.0,
OLD FASHIONED 100% WHOLE GRAIN ROLLED OATS,QUAKER OATS,30000010204,openfoodfacts,2025-09-09T20:06:21.306796,grain,oats,13.0,48.75,8.775,1.3,0.325,0.0,,1.625,0.975,0.0,whole grain rolled oats.,"{'carbs_g': '8.8g', 'fiber_g': '1.3g', 'sugar_g': '0.3g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '1.6g', 'fat_g': '1.0g', 'sodium_mg': '0mg'}",7.475,
Old Fashioned 100% Whole Grain Oats,Quaker Oats,30000010402,openfoodfacts,2025-09-12T18:35:45.804253+00:00,nut,nuts-seeds,40.0,150.0,27.0,4.0,1.0,,,5.0,3.0,0.0,"whole grain rolled oats,","{'carbs_g': '27.0g', 'fiber_g': '4.0g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '3.0g', 'sodium_mg': '0mg'}",23.0,plant-based-foods-and-beverages|plant-based-foods|breakfasts|cereals-and-potatoes|seeds|cereals-and-their-products|breakfast-cereals|cereal-grains|flakes|cereal-flakes|rolled-flakes|rolled-oats
Quick 1-Minute Oats,Quaker Oats,30000011805,openfoodfacts,2025-09-09T20:06:31.369634,grain,oats,40.0,150.0,27.0,4.0,1.0,0.0,,5.0,3.0,0.0,"whole grain rolled oats,","{'carbs_g': '27.0g', 'fiber_g': '4.0g', 'sugar_g': '1.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '3.0g', 'sodium_mg': '0mg'}",23.0,
Quick 1-Minute Oats,Quaker Oats,30000012000,openfoodfacts,2025-09-09T20:06:20.514829,grain,oats,40.0,150.0,27.0,4.0,1.0,,,5.0,3.0,0.0,"whole grain rolled oats,","{'carbs_g': '27.0g', 'fiber_g': '4.0g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '3.0g', 'sodium_mg': '0mg'}",23.0,
Steel Cut Oats,Quaker Oats,30000320631,openfoodfacts,2025-09-09T20:02:19.561424,grain,oats,100.0,150.0,27.0,4.0,1.0,,,5.0,3.0,0.0,Steel cut oats.,"{'carbs_g': '27.0g', 'fiber_g': '4.0g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '3.0g', 'sodium_mg': '0mg'}",23.0,
Steel Cut Oats Quick,Quaker,30000320938,openfoodfacts,2025-09-09T20:02:18.002944,grain,oats,45.0,170.0,31.0,4.0,2.0,,,6.0,3.0,0.0,Whole grain steel cut oats,"{'carbs_g': '31.0g', 'fiber_g': '4.0g', 'sugar_g': '2.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '3.0g', 'sodium_mg': '0mg'}",27.0,
Old Fashioned 100% Whole Grain Rolled Oats,Quaker Oats,30000410004,openfoodfacts,2025-09-12T18:38:46.352183+00:00,nut,nuts-seeds,40.0,150.0,27.0,4.0,,0.0,,5.0,3.0,0.0,"whole grain rolled oats,","{'carbs_g': '27.0g', 'fiber_g': '4.0g', 'sugar_g': 'not listed', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '3.0g', 'sodium_mg': '0mg'}",23.0,plant-based-foods-and-beverages|plant-based-foods|breakfasts|cereals-and-potatoes|seeds|cereals-and-their-products|breakfast-cereals|cereal-grains|flakes|cereal-flakes|rolled-flakes|rolled-oats|oat
Pain grillé au blé complet,LU Pelletier,3017760542890,openfoodfacts,2025-09-12T17:50:31.470313+00:00,cereal,cereal,6.0,161.0,29.5,2.12,1.08,0.0,,4.99,2.04,300.0,"wheat flour 87.9%, whole wheat flour 13.3%, yeast, palm oil, glucose-fructose syrup, salt, malted wheat flour, flour processing agent (ascorbic acid), acidifying (lactic acid), rye flour, wheat ferments,","{'carbs_g': '29.5g', 'fiber_g': '2.1g', 'sugar_g': '1.1g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '2.0g', 'sodium_mg': '300mg'}",27.38,
Honey Roasted Sunflower Kernels,Salad Pizazz!,30243696258,openfoodfacts,2025-09-12T18:33:27.972549+00:00,nut,nuts-seeds,100.0,571.42857142857,28.571428571429,14.285714285714,14.285714285714,,,14.285714285714,42.857142857143,357.14285714286,"6 cups Butter Lettuce (or 1 bag), 2 scallions (white & light green parts only) thinly sliced, 3-4 radishes sliced, 1 large avocado (sliced), 1½ cup Salad Pizazz!® Honey Roasted Sunflower Kernels, Dressing:, 1/4 cup apple cider vinegar, 1/4 cup olive oil, 1 tablespoon pure maple syrup, 1/4 teaspoon Dijon mustard, 1 clove garlic, Sunflower Kernels, Honey Coating (Cane Sugar, Maltodextrin, Honey, Corn Flour, Silicon Dioxide, Xanthan Gum), Sunflower Oil, Salt.","{'carbs_g': '28.6g', 'fiber_g': '14.3g', 'sugar_g': '14.3g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '14.3g', 'fat_g': '42.9g', 'sodium_mg': '357mg'}",14.285714285715,plant-based-foods-and-beverages|plant-based-foods|seeds|sunflower-seeds-and-their-products|sunflower-seeds|nuts-and-seeds
